City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Capacity (Tons),Year,Landfill_Lat,Landfill_Long,Waste_Per_Capita_kg,Landfill_Utilization_Ratio,Cost_Per_Campaign,Year_Category,Efficiency_PopDensity_Interaction,Campaign_Efficiency_Interaction,Log_Waste_Per_Capita_kg,Log_Landfill_Utilization_Ratio,Log_Cost_Per_Campaign,City_FreqEnc
Ahmedabad,Organic,3467,42,9464,10,Composting,2845,19,Ahmedabad Landfill,69399,2022,19.3868,72.7845,366.3355874894336,0.0499574921828844,149.73684210526315,2021_and_after,94640,190,5.906275837567029,0.048749679714599335,5.015535548914095,0.029411764705882353
Ahmedabad,E-Waste,2458,58,9464,7,Landfill,1591,4,Ahmedabad Landfill,69399,2022,19.3868,72.7845,259.7210481825866,0.0354183777864234,397.75,2021_and_after,66248,28,5.563451054859467,0.034805574783836106,5.988334654099054,0.029411764705882353
Ahmedabad,Construction,690,30,9464,6,Composting,2807,8,Ahmedabad Landfill,69399,2022,19.3868,72.7845,72.90786136939982,0.0099425063761725,350.875,2021_and_after,56784,48,4.302819200772684,0.009893404852886846,5.863275998893955,0.029411764705882353
Ahmedabad,Hazardous,4104,83,9464,9,Incineration,3750,5,Ahmedabad Landfill,69399,2022,19.3868,72.7845,433.643279797126,0.0591362987939307,750.0,2021_and_after,85176,45,6.074525648223277,0.057453763525315005,6.621405651764134,0.029411764705882353
Ahmedabad,Plastic,9593,38,9464,10,Recycling,3688,15,Ahmedabad Landfill,69399,2023,19.3868,72.7845,1013.6306001690616,0.13822965748786,245.86666666666667,2021_and_after,94640,150,6.922279884513255,0.12947412332946406,5.508848379811402,0.029411764705882353
Ahmedabad,Organic,3814,69,9464,7,Recycling,3256,0,Ahmedabad Landfill,69399,2023,19.3868,72.7845,403.0008453085376,0.0549575642300321,266.9330357142857,2021_and_after,66248,0,6.001416970306827,0.05350054264040145,5.590737082551223,0.029411764705882353
Ahmedabad,E-Waste,2978,30,9464,5,Incineration,1070,10,Ahmedabad Landfill,69399,2023,19.3868,72.7845,314.6661031276416,0.0429112811423795,107.0,2021_and_after,47320,50,5.7546850192818715,0.042016111175776485,4.68213122712422,0.029411764705882353
Ahmedabad,Construction,8892,54,9464,5,Composting,2781,20,Ahmedabad Landfill,69399,2023,19.3868,72.7845,939.5604395604396,0.1281286473868499,139.05,2021_and_after,47320,100,6.846475909898451,0.12056019567458007,4.941999501706118,0.029411764705882353
Ahmedabad,Hazardous,7540,78,9464,6,Recycling,3134,7,Ahmedabad Landfill,69399,2023,19.3868,72.7845,796.7032967032967,0.108647098661364,447.7142857142857,2021_and_after,56784,42,6.6817367196693525,0.10314044191201348,6.106386350483334,0.029411764705882353
Jaipur,Plastic,5518,33,2335,5,Incineration,835,2,Jaipur Landfill,71127,2019,11.6909,94.4267,2363.169164882227,0.0775795408213477,417.5,Before_2021,11675,10,7.768181934714611,0.07471736005901303,6.03667688992953,0.029411764705882353
Jaipur,Organic,6249,44,2335,7,Composting,2634,8,Jaipur Landfill,71127,2019,11.6909,94.4267,2676.2312633832976,0.0878569319667636,329.25,Before_2021,16345,56,7.892538428800354,0.08420964343326975,5.799849943402434,0.029411764705882353
Jaipur,E-Waste,5899,68,2335,5,Incineration,1058,14,Jaipur Landfill,71127,2019,11.6909,94.4267,2526.338329764454,0.0829361564525426,75.57142857142857,Before_2021,11675,70,7.834921984363927,0.07967601563719107,4.3382240120154885,0.029411764705882353
Jaipur,Construction,3452,48,2335,7,Recycling,4230,14,Jaipur Landfill,71127,2019,11.6909,94.4267,1478.372591006424,0.0485329059288315,302.1428571428572,Before_2021,16345,98,7.299373351880897,0.047391954681235325,5.714204170118616,0.029411764705882353
Jaipur,Hazardous,4108,31,2335,9,Landfill,3132,2,Jaipur Landfill,71127,2019,11.6909,94.4267,1759.3147751605995,0.0577558451783429,1566.0,Before_2021,21015,18,7.473247921563596,0.05614953665178369,7.356918242356021,0.029411764705882353
Jaipur,Plastic,9183,55,2335,6,Landfill,1898,12,Jaipur Landfill,71127,2020,11.6909,94.4267,3932.762312633833,0.129107090134548,158.16666666666666,Before_2021,14010,72,8.277351578372786,0.1214271346413131,5.069951871252675,0.029411764705882353
Jaipur,Organic,6175,80,2335,9,Recycling,765,19,Jaipur Landfill,71127,2020,11.6909,94.4267,2644.539614561028,0.0868165394294712,40.26315789473684,Before_2021,21015,171,7.880630336551115,0.08325281692082863,3.7199700411839673,0.029411764705882353
Jaipur,E-Waste,9774,51,2335,10,Incineration,1909,7,Jaipur Landfill,71127,2020,11.6909,94.4267,4185.867237687367,0.1374161710742756,272.7142857142857,Before_2021,23350,70,8.339708057297504,0.12875917336842396,5.612084809475492,0.029411764705882353
Jaipur,Construction,7448,81,2335,9,Landfill,3668,0,Jaipur Landfill,71127,2020,11.6909,94.4267,3189.7216274089938,0.1047141029426237,266.9330357142857,Before_2021,21015,0,8.068002385684737,0.09958657112457359,5.590737082551223,0.029411764705882353
Jaipur,Hazardous,9780,63,2335,9,Composting,2809,3,Jaipur Landfill,71127,2020,11.6909,94.4267,4188.436830835118,0.1375005272259479,936.3333333333334,Before_2021,21015,27,8.340321595967383,0.12883333533819982,6.843038964262446,0.029411764705882353
Jaipur,Plastic,6413,63,2335,10,Recycling,3165,20,Jaipur Landfill,71127,2021,11.6909,94.4267,2746.4668094218414,0.0901626667791415,158.25,2021_and_after,23350,200,7.918434605921585,0.08632692068372538,5.070475294452272,0.029411764705882353
Jaipur,Organic,1018,70,2335,8,Recycling,4760,10,Jaipur Landfill,71127,2021,11.6909,94.4267,435.9743040685225,0.0143124270670772,476.0,2021_and_after,18680,80,6.079874392608228,0.01421097119016141,6.1675164908883415,0.029411764705882353
Jaipur,E-Waste,4152,65,2335,7,Recycling,657,5,Jaipur Landfill,71127,2021,11.6909,94.4267,1778.1584582441114,0.0583744569572736,131.4,2021_and_after,16345,35,7.483895755224841,0.056734199889135487,4.885827643502908,0.029411764705882353
Jaipur,Construction,9976,59,2335,5,Incineration,2344,15,Jaipur Landfill,71127,2021,11.6909,94.4267,4272.37687366167,0.1402561615139117,156.26666666666668,2021_and_after,11675,75,8.36015963059903,0.1312529402468264,5.057942878305465,0.029411764705882353
Jaipur,Hazardous,5281,36,2335,9,Incineration,1944,10,Jaipur Landfill,71127,2021,11.6909,94.4267,2261.6702355460384,0.0742474728302894,194.4,2021_and_after,21015,90,7.72430091497382,0.07162039117337872,5.275048739608683,0.029411764705882353
Jaipur,Plastic,8379,55,2335,9,Landfill,2826,19,Jaipur Landfill,71127,2022,11.6909,94.4267,3588.4368308351177,0.1178033658104517,148.73684210526315,2021_and_after,21015,171,8.185750597543011,0.11136547895149643,5.008879367393991,0.029411764705882353
Jaipur,Organic,8991,49,2335,9,Landfill,4032,15,Jaipur Landfill,71127,2022,11.6909,94.4267,3850.5353319057817,0.1264076932810325,268.8,2021_and_after,21015,135,8.256227135295221,0.11903353637082428,5.597680943773655,0.029411764705882353
Jaipur,E-Waste,3448,85,2335,10,Landfill,1049,3,Jaipur Landfill,71127,2022,11.6909,94.4267,1476.659528907923,0.0484766684943832,349.6666666666667,2021_and_after,23350,30,7.29821471563978,0.04733831884175448,5.8598361046295455,0.029411764705882353
Jaipur,Construction,9043,54,2335,9,Composting,4211,19,Jaipur Landfill,71127,2022,11.6909,94.4267,3872.805139186296,0.1271387799288596,221.6315789473684,2021_and_after,21015,171,8.261992543059717,0.11968236849580258,5.405518292873883,0.029411764705882353
Jaipur,Hazardous,8600,60,2335,7,Incineration,3201,1,Jaipur Landfill,71127,2022,11.6909,94.4267,3683.0835117773017,0.120910484063717,3201.0,2021_and_after,16345,7,8.211777065896033,0.11414128725633849,8.07153089355666,0.029411764705882353
Jaipur,Plastic,5068,53,2335,6,Composting,3801,11,Jaipur Landfill,71127,2023,11.6909,94.4267,2170.4496788008564,0.0712528294459206,345.54545454545456,2021_and_after,14010,66,7.683150278232205,0.06882883218276635,5.848013991975722,0.029411764705882353
Jaipur,Organic,6958,65,2335,5,Composting,1632,6,Jaipur Landfill,71127,2023,11.6909,94.4267,2979.8715203426123,0.0978250172227143,272.0,2021_and_after,11675,30,7.999970993233196,0.09333096538075149,5.60947179518496,0.029411764705882353
Jaipur,E-Waste,2534,45,2335,5,Composting,1614,15,Jaipur Landfill,71127,2023,11.6909,94.4267,1085.2248394004282,0.0356264147229603,107.6,2021_and_after,11675,75,6.990463513503909,0.03500647525493074,4.687671407499835,0.029411764705882353
Jaipur,Construction,5821,79,2335,9,Landfill,3734,1,Jaipur Landfill,71127,2023,11.6909,94.4267,2492.9336188436832,0.0818395264808019,3734.0,2021_and_after,21015,9,7.821616509544014,0.07866285748487728,8.225503097566918,0.029411764705882353
Jaipur,Hazardous,4527,67,2335,7,Composting,2453,9,Jaipur Landfill,71127,2023,11.6909,94.4267,1938.7580299785868,0.0636467164367961,272.55555555555554,2021_and_after,16345,63,7.570318517463177,0.061703302360086636,5.611504729408179,0.029411764705882353
Lucknow,Plastic,9719,47,23465,7,Incineration,1414,11,Lucknow Landfill,80251,2019,10.3904,81.8808,414.1913488173876,0.1211075251398736,128.54545454545453,Before_2021,164255,77,6.028739495452974,0.11431705843735045,4.864031819904381,0.029411764705882353
Lucknow,Organic,3449,55,23465,6,Landfill,4823,12,Lucknow Landfill,80251,2019,10.3904,81.8808,146.9848710845941,0.0429776575992822,401.9166666666667,Before_2021,140790,72,4.997110046137658,0.04207975450375267,5.998729758099395,0.029411764705882353
Lucknow,E-Waste,9765,52,23465,10,Recycling,2068,15,Lucknow Landfill,80251,2019,10.3904,81.8808,416.1517153206904,0.1216807267199162,137.86666666666667,Before_2021,234650,150,6.033449981339366,0.11482820931576936,4.933514240158762,0.029411764705882353
Lucknow,Construction,4061,53,23465,8,Incineration,1863,17,Lucknow Landfill,80251,2019,10.3904,81.8808,173.06626891114425,0.0506037307946318,109.58823529411764,Before_2021,187720,136,5.159436082518537,0.04936498063995864,4.705813711767779,0.029411764705882353
Lucknow,Hazardous,5427,49,23465,9,Landfill,1299,16,Lucknow Landfill,80251,2019,10.3904,81.8808,231.2806307266141,0.0676253255411147,81.1875,Before_2021,211185,144,5.447946255872188,0.06543686020497048,4.409003222372084,0.029411764705882353
Lucknow,Plastic,9676,30,23465,9,Recycling,527,16,Lucknow Landfill,80251,2020,10.3904,81.8808,412.3588323034306,0.1205717062715729,32.9375,Before_2021,211185,144,6.024316059084844,0.11383900709887444,3.524520597694154,0.029411764705882353
Lucknow,Organic,974,33,23465,10,Landfill,1791,2,Lucknow Landfill,80251,2020,10.3904,81.8808,41.50862987428084,0.0121369204122067,895.5,Before_2021,234650,20,3.749707111182751,0.012063858563487075,6.798498293045188,0.029411764705882353
Lucknow,E-Waste,8698,71,23465,5,Landfill,4353,10,Lucknow Landfill,80251,2020,10.3904,81.8808,370.6797357766887,0.1083849422437103,435.3,Before_2021,117325,50,5.9180325581326105,0.10290394878603364,6.078330080129564,0.029411764705882353
Lucknow,Construction,979,56,23465,5,Landfill,3187,8,Lucknow Landfill,80251,2020,10.3904,81.8808,41.72171318985723,0.0121992249317765,398.375,Before_2021,117325,40,3.7547072966066755,0.012125414071185512,5.989900825131799,0.029411764705882353
Lucknow,Hazardous,6425,52,23465,8,Incineration,2200,8,Lucknow Landfill,80251,2020,10.3904,81.8808,273.81206051566164,0.0800613076472567,275.0,Before_2021,187720,64,5.616087447724509,0.07701780586503312,5.62040086571715,0.029411764705882353
Lucknow,Plastic,5485,69,23465,9,Recycling,1887,17,Lucknow Landfill,80251,2021,10.3904,81.8808,233.75239718730023,0.068348057968125,111.0,2021_and_after,211185,153,5.458531329696725,0.066113584419019,4.718498871295094,0.029411764705882353
Lucknow,Organic,4261,36,23465,6,Incineration,1107,19,Lucknow Landfill,80251,2021,10.3904,81.8808,181.5896015341999,0.0530959115774258,58.26315789473684,2021_and_after,140790,114,5.207241019848215,0.051734313123044766,4.081987829533195,0.029411764705882353
Lucknow,E-Waste,2281,45,23465,8,Landfill,4891,7,Lucknow Landfill,80251,2021,10.3904,81.8808,97.20860856594928,0.0284233218277653,698.7142857142857,2021_and_after,187720,56,4.587093875122562,0.028026873931306494,6.5506720884568,0.029411764705882353
Lucknow,Construction,4060,77,23465,6,Landfill,1363,20,Lucknow Landfill,80251,2021,10.3904,81.8808,173.02365224802898,0.0505912698907178,68.15,2021_and_after,140790,120,5.159191222436486,0.04935311986177281,4.236278058110767,0.029411764705882353
Lucknow,Hazardous,6073,36,23465,7,Landfill,4873,6,Lucknow Landfill,80251,2021,10.3904,81.8808,258.8109950990837,0.0756750694695393,812.1666666666666,2021_and_after,164255,42,5.559954424738525,0.07294843608754027,6.700936090587782,0.029411764705882353
Lucknow,Plastic,8714,53,23465,9,Incineration,4265,11,Lucknow Landfill,80251,2022,10.3904,81.8808,371.3616023865332,0.1085843167063338,387.7272727272728,2021_and_after,211185,99,5.919865431565201,0.10308381096712262,5.962877999346565,0.029411764705882353
Lucknow,Organic,9845,55,23465,9,Recycling,3000,7,Lucknow Landfill,80251,2022,10.3904,81.8808,419.5610483699126,0.1226775990330338,428.57142857142856,2021_and_after,211185,63,6.041589649303198,0.11571654552058572,6.062788033933216,0.029411764705882353
Lucknow,E-Waste,9114,36,23465,5,Recycling,3126,2,Lucknow Landfill,80251,2022,10.3904,81.8808,388.4082676326444,0.1135686782719218,1563.0,2021_and_after,117325,10,5.96462832443496,0.1075698836506649,7.355001921105257,0.029411764705882353
Lucknow,Construction,5748,73,23465,7,Composting,3385,4,Lucknow Landfill,80251,2022,10.3904,81.8808,244.9605795866184,0.0716252756974991,846.25,2021_and_after,164255,28,5.505171277508816,0.06917644528724944,6.741995810487161,0.029411764705882353
Lucknow,Hazardous,3455,81,23465,10,Composting,2559,15,Lucknow Landfill,80251,2022,10.3904,81.8808,147.24057106328576,0.043052423022766,170.6,2021_and_after,234650,150,4.998836434258444,0.04215143652234898,5.145166187053862,0.029411764705882353
Lucknow,Plastic,9404,75,23465,9,Composting,1263,9,Lucknow Landfill,80251,2023,10.3904,81.8808,400.767099936075,0.1171823404069731,140.33333333333334,2021_and_after,211185,81,5.995872567336147,0.11080974795265026,4.951121166563848,0.029411764705882353
Lucknow,Organic,8622,42,23465,6,Recycling,2945,20,Lucknow Landfill,80251,2023,10.3904,81.8808,367.4408693799276,0.1074379135462486,147.25,2021_and_after,140790,120,5.9092802357414165,0.10204916136234565,4.998900037877835,0.029411764705882353
Lucknow,E-Waste,5529,50,23465,9,Composting,1973,16,Lucknow Landfill,80251,2023,10.3904,81.8808,235.6275303643725,0.0688963377403396,123.3125,2021_and_after,211185,144,5.466487303035428,0.0666266560970574,4.822798556614191,0.029411764705882353
Lucknow,Construction,3693,67,23465,7,Incineration,3089,3,Lucknow Landfill,80251,2023,10.3904,81.8808,157.38333688472193,0.0460181181542909,1029.6666666666667,2021_and_after,164255,21,5.065018277411956,0.044990686863932955,6.937961121039203,0.029411764705882353
Lucknow,Hazardous,6895,70,23465,5,Landfill,2047,18,Lucknow Landfill,80251,2023,10.3904,81.8808,293.8418921798423,0.0859179324868226,113.72222222222224,2021_and_after,117325,90,5.686439253950211,0.08242565004379003,4.742513747498968,0.029411764705882353
Surat,Plastic,8754,47,24032,7,Landfill,4074,11,Surat Landfill,38471,2019,32.805,89.0238,364.2643142476698,0.2275480231862961,370.3636363636364,Before_2021,168224,77,5.9006212401371405,0.2050187026799568,5.917181734495733,0.029411764705882353
Surat,Organic,4071,45,24032,9,Landfill,1912,12,Surat Landfill,38471,2019,32.805,89.0238,169.3991344873502,0.1058199682878012,159.33333333333334,Before_2021,216288,108,5.138143535082728,0.10058711253384237,5.077254981437652,0.029411764705882353
Surat,E-Waste,5878,40,24032,7,Recycling,4904,6,Surat Landfill,38471,2019,32.805,89.0238,244.59054593874836,0.1527904135582646,817.3333333333334,Before_2021,168224,42,5.503665701797346,0.14218544987944606,6.707269751560512,0.029411764705882353
Surat,Construction,2465,35,24032,5,Incineration,3305,11,Surat Landfill,38471,2019,32.805,89.0238,102.57157123834888,0.0640742377375165,300.45454545454544,Before_2021,120160,55,4.640262883272126,0.06210516079517421,5.708619243456815,0.029411764705882353
Surat,Hazardous,1873,70,24032,9,Recycling,3643,2,Surat Landfill,38471,2019,32.805,89.0238,77.93774966711052,0.0486860232382833,1821.5,Before_2021,216288,18,4.36865956295113,0.04753797406680769,7.507964463882813,0.029411764705882353
Surat,Plastic,9318,66,24032,5,Incineration,3163,4,Surat Landfill,38471,2020,32.805,89.0238,387.7330226364847,0.2422084167294845,790.75,Before_2021,120160,20,5.962892790865171,0.21689077678384014,6.674245685418749,0.029411764705882353
Surat,Organic,4320,66,24032,8,Composting,4625,15,Surat Landfill,38471,2020,32.805,89.0238,179.76031957390146,0.1122923760754854,308.3333333333333,Before_2021,192256,120,5.19717195248742,0.10642308939428523,5.734419444118091,0.029411764705882353
Surat,E-Waste,3662,76,24032,5,Landfill,2282,1,Surat Landfill,38471,2020,32.805,89.0238,152.38015978695074,0.0951885836084323,2282.0,Before_2021,120160,5,5.032919544107918,0.09092657091333063,7.733245646529795,0.029411764705882353
Surat,Construction,711,60,24032,7,Landfill,4375,19,Surat Landfill,38471,2020,32.805,89.0238,29.585552596537948,0.0184814535624236,230.26315789473685,Before_2021,168224,133,3.4205277600983526,0.018312746958224005,5.443556273778115,0.029411764705882353
Surat,Hazardous,3540,51,24032,7,Landfill,4362,4,Surat Landfill,38471,2020,32.805,89.0238,147.3035952063915,0.0920173637285227,1090.5,Before_2021,168224,28,4.999261491644313,0.08802677804659165,6.995308175989998,0.029411764705882353
Surat,Plastic,1690,55,24032,5,Incineration,799,9,Surat Landfill,38471,2021,32.805,89.0238,70.32290279627163,0.043929193418419,88.77777777777777,2021_and_after,120160,45,4.267217493180019,0.04299166476425389,4.497337481184876,0.029411764705882353
Surat,Organic,7629,64,24032,9,Landfill,617,13,Surat Landfill,38471,2021,32.805,89.0238,317.4517310252996,0.1983052169166385,47.46153846153846,2021_and_after,216288,117,5.763470912586239,0.18090823929498642,3.8807704619240417,0.029411764705882353
Surat,E-Waste,7181,75,24032,7,Composting,870,3,Surat Landfill,38471,2021,32.805,89.0238,298.80992010652466,0.1866600816199215,290.0,2021_and_after,168224,21,5.703148674202202,0.17114270698373718,5.673323267171493,0.029411764705882353
Surat,Construction,2964,64,24032,6,Landfill,1093,10,Surat Landfill,38471,2021,32.805,89.0238,123.33555259653797,0.077045046918458,109.3,2021_and_after,144192,60,4.822983980118323,0.07422122359338934,4.703203926259457,0.029411764705882353
Surat,Hazardous,7457,49,24032,8,Composting,1591,12,Surat Landfill,38471,2021,32.805,89.0238,310.2946071904128,0.1938343167580775,132.58333333333334,2021_and_after,192256,96,5.74073975378454,0.17717024215771926,4.894725502821553,0.029411764705882353
Surat,Plastic,8273,39,24032,5,Composting,2375,4,Surat Landfill,38471,2022,32.805,89.0238,344.2493342210386,0.2150450989056692,593.75,2021_and_after,120160,20,5.84426686389084,0.1947811945445195,6.388141149183067,0.029411764705882353
Surat,Organic,3841,82,24032,6,Landfill,873,5,Surat Landfill,38471,2022,32.805,89.0238,159.8285619174434,0.0998414390060045,174.6,2021_and_after,144192,30,5.080338964836313,0.09516602305606238,5.168208681201016,0.029411764705882353
Surat,E-Waste,6680,31,24032,6,Composting,3367,14,Surat Landfill,38471,2022,32.805,89.0238,277.96271637816244,0.1736372852278339,240.5,2021_and_after,144192,84,5.631078139838492,0.16010771730434734,5.486869473092628,0.029411764705882353
Surat,Construction,9396,61,24032,10,Landfill,3159,11,Surat Landfill,38471,2022,32.805,89.0238,390.9786950732357,0.2442359179641808,287.1818181818182,2021_and_after,240320,110,5.971207489010515,0.21852162100245148,5.6635915940729555,0.029411764705882353
Surat,Hazardous,9819,71,24032,6,Recycling,3335,0,Surat Landfill,38471,2022,32.805,89.0238,408.5802263648469,0.2552312131215721,266.9330357142857,2021_and_after,144192,0,6.0151327970835515,0.2273197891778341,5.590737082551223,0.029411764705882353
Surat,Plastic,7045,36,24032,7,Incineration,4404,13,Surat Landfill,38471,2023,32.805,89.0238,293.15079893475365,0.1831249512619895,338.7692307692308,2021_and_after,168224,91,5.68409255738617,0.16815920178714575,5.82826665413499,0.029411764705882353
Surat,Organic,7984,36,24032,9,Composting,3024,2,Surat Landfill,38471,2023,32.805,89.0238,332.2237017310253,0.2075329468950638,1512.0,2021_and_after,216288,18,5.808814041409344,0.1885793913856594,7.321849713788356,0.029411764705882353
Surat,E-Waste,4476,83,24032,5,Incineration,4780,9,Surat Landfill,38471,2023,32.805,89.0238,186.25166444740347,0.1163473785448779,531.1111111111111,2021_and_after,120160,45,5.232453511262515,0.11006208662188259,6.2768523230063895,0.029411764705882353
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,38471,2023,32.805,89.0238,363.1824234354194,0.2268721894413974,56.84615384615385,2021_and_after,240320,130,5.897654905380484,0.2044679952187795,4.057786966488303,0.029411764705882353
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,38471,2023,32.805,89.0238,213.5069906790945,0.133373190195212,875.8,2021_and_after,144192,30,5.368342328415539,0.12519831015493746,6.776278916193751,0.029411764705882353
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,22690,2019,13.0189,89.182,490.1321067550944,0.4038783605112384,305.7692307692308,Before_2021,149576,104,6.196713148132991,0.33923866403783903,5.726095773620192,0.029411764705882353
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,22690,2019,13.0189,89.182,378.2959833128309,0.3117232260907889,87.2,Before_2021,149576,120,5.938316858901979,0.27134171254412476,4.4796069630127455,0.029411764705882353
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,22690,2019,13.0189,89.182,173.5037706583944,0.1429704715733803,170.0,Before_2021,186970,150,5.161946349766586,0.13363055033494212,5.14166355650266,0.029411764705882353
Kanpur,Construction,1894,61,18697,5,Recycling,4219,9,Kanpur Landfill,22690,2019,13.0189,89.182,101.29967374445098,0.0834728955486998,468.77777777777777,Before_2021,93485,45,4.627906483748693,0.0801715260364331,6.1522597696539085,0.029411764705882353
Kanpur,Hazardous,765,76,18697,8,Recycling,3043,2,Kanpur Landfill,22690,2019,13.0189,89.182,40.915654917901264,0.0337152930806522,1521.5,Before_2021,149576,16,3.7356593828729485,0.033159392988670926,7.328108999584052,0.029411764705882353
Kanpur,Plastic,7631,30,18697,10,Composting,1798,0,Kanpur Landfill,22690,2020,13.0189,89.182,408.1403433705942,0.3363155575143235,266.9330357142857,Before_2021,186970,0,6.0140582350098954,0.28991624296888485,5.590737082551223,0.029411764705882353
Kanpur,Organic,5690,31,18697,7,Incineration,916,14,Kanpur Landfill,22690,2020,13.0189,89.182,304.32689736321333,0.250771264874394,65.42857142857143,Before_2021,130879,98,5.721382997279106,0.22376037294014622,4.196127256532043,0.029411764705882353
Kanpur,E-Waste,1151,58,18697,8,Recycling,1324,5,Kanpur Landfill,22690,2020,13.0189,89.182,61.56067818366583,0.0507271925958572,264.8,Before_2021,149576,40,4.136136936710041,0.04948248883440167,5.582744146279145,0.029411764705882353
Kanpur,Construction,3512,33,18697,9,Landfill,600,13,Kanpur Landfill,22690,2020,13.0189,89.182,187.837621008718,0.1547818422212428,46.15384615384615,Before_2021,168273,117,5.240887497678365,0.14391144493972852,3.853415578474675,0.029411764705882353
Kanpur,Hazardous,3659,85,18697,10,Composting,967,19,Kanpur Landfill,22690,2020,13.0189,89.182,195.69984489490287,0.1612604671661525,50.89473684210526,Before_2021,186970,190,5.281678936858367,0.14950602481133968,3.949217375436195,0.029411764705882353
Kanpur,Plastic,1685,32,18697,6,Composting,4424,12,Kanpur Landfill,22690,2021,13.0189,89.182,90.12140985184789,0.0742617893345086,368.6666666666667,2021_and_after,112182,72,4.5121927914934155,0.07163371809216051,5.912601698682257,0.029411764705882353
Kanpur,Organic,2380,51,18697,6,Landfill,3237,18,Kanpur Landfill,22690,2021,13.0189,89.182,127.2931486334706,0.1048920229175848,179.83333333333334,2021_and_after,112182,108,4.854317869053615,0.09974761337845163,5.197575796746505,0.029411764705882353
Kanpur,E-Waste,2425,67,18697,6,Recycling,2881,11,Kanpur Landfill,22690,2021,13.0189,89.182,129.69995186393538,0.1068752754517408,261.90909090909093,2021_and_after,112182,66,4.872904252335811,0.10154097841025762,5.571808310480285,0.029411764705882353
Kanpur,Construction,2175,49,18697,5,Landfill,4912,20,Kanpur Landfill,22690,2021,13.0189,89.182,116.32882280579771,0.0958572058175407,245.6,2021_and_after,93485,100,4.764980444195032,0.09153689337495145,5.507767590730244,0.029411764705882353
Kanpur,Hazardous,9047,65,18697,6,Recycling,4499,12,Kanpur Landfill,22690,2021,13.0189,89.182,483.874418355886,0.3987219039224328,374.9166666666667,2021_and_after,112182,72,6.183889926184029,0.33555889388099686,5.929367487620396,0.029411764705882353
Kanpur,Plastic,7509,84,18697,9,Incineration,2977,0,Kanpur Landfill,22690,2022,13.0189,89.182,401.615232390223,0.3309387395328338,266.9330357142857,2021_and_after,168273,0,5.997981347537711,0.28588451245805846,5.590737082551223,0.029411764705882353
Kanpur,Organic,4907,35,18697,10,Landfill,1193,14,Kanpur Landfill,22690,2022,13.0189,89.182,262.4485211531262,0.2162626707800793,85.21428571428571,2021_and_after,186970,140,5.573857983252279,0.1957827723713795,4.456835891482273,0.029411764705882353
Kanpur,E-Waste,8691,36,18697,9,Recycling,2462,14,Kanpur Landfill,22690,2022,13.0189,89.182,464.83393057709793,0.3830321727633318,175.85714285714286,2021_and_after,168273,126,6.1438291984578495,0.3242783154368653,5.175342304189228,0.029411764705882353
Kanpur,Construction,2431,64,18697,6,Recycling,4364,19,Kanpur Landfill,22690,2022,13.0189,89.182,130.0208589613307,0.1071397091229616,229.68421052631575,2021_and_after,112182,114,4.875356539238053,0.10177985093309105,5.4410497212523685,0.029411764705882353
Kanpur,Hazardous,9223,67,18697,5,Recycling,902,8,Kanpur Landfill,22690,2022,13.0189,89.182,493.2876932128149,0.4064786249449096,112.75,2021_and_after,93485,40,6.203117722598184,0.34108915149486724,4.7340030578310595,0.029411764705882353
Kanpur,Plastic,4064,36,18697,10,Landfill,2196,4,Kanpur Landfill,22690,2023,13.0189,89.182,217.36107396908596,0.1791097399735566,549.0,2021_and_after,186970,40,5.386149995243127,0.1647596960816442,6.309918278226516,0.029411764705882353
Kanpur,Organic,2382,80,18697,8,Landfill,716,2,Kanpur Landfill,22690,2023,13.0189,89.182,127.40011766593572,0.1049801674746584,358.0,2021_and_after,149576,16,4.85515130765681,0.09982738682191461,5.883322388488279,0.029411764705882353
Kanpur,E-Waste,3758,62,18697,6,Composting,2497,20,Kanpur Landfill,22690,2023,13.0189,89.182,200.99481200192545,0.1656236227412957,124.85,2021_and_after,112182,120,5.308242013912602,0.15325624228691798,4.835090721581325,0.029411764705882353
Kanpur,Construction,9586,35,18697,7,Composting,2247,8,Kanpur Landfill,22690,2023,13.0189,89.182,512.7025726052308,0.4224768620537681,280.875,2021_and_after,130879,56,6.2416444454521764,0.3523996211945097,5.641463710256943,0.029411764705882353
Kanpur,Hazardous,6429,52,18697,10,Incineration,1129,9,Kanpur Landfill,22690,2023,13.0189,89.182,343.8519548590683,0.2833406787130895,125.44444444444444,2021_and_after,186970,90,5.843115208584064,0.2494665832877403,4.839803037350057,0.029411764705882353
Nagpur,Plastic,3771,51,19087,10,Landfill,3717,5,Nagpur Landfill,49830,2019,35.7049,71.8706,197.56902603866507,0.0756773028296207,743.4,Before_2021,190870,50,5.291136777910371,0.07295051232582664,6.612578524768096,0.029411764705882353
