City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Capacity (Tons),Year,Landfill_Lat,Landfill_Long,Waste_Per_Capita_kg,Landfill_Utilization_Ratio,Cost_Per_Campaign
Pune,Hazardous,9234,31,12547,7,Landfill,2438,15,Pune Landfill,49524,2023,28.7237,84.2278,735.9528174065514,0.18645505209595348,162.53333333333333
Ahmedabad,Plastic,9807,67,9464,5,Landfill,4632,17,Ahmedabad Landfill,69399,2019,19.3868,72.7845,1036.2426035502958,0.1413132754074266,272.47058823529414
Ahmedabad,Organic,1302,56,9464,9,Recycling,673,19,Ahmedabad Landfill,69399,2019,19.3868,72.7845,137.57396449704143,0.018761077248951714,35.421052631578945
Ahmedabad,E-Waste,6409,76,9464,7,Incineration,2025,2,Ahmedabad Landfill,69399,2019,19.3868,72.7845,677.1978021978022,0.0923500338621594,1012.5
Ahmedabad,Construction,5933,68,9464,8,Landfill,2882,7,Ahmedabad Landfill,69399,2019,19.3868,72.7845,626.9019442096366,0.0854911454055534,411.7142857142857
Ahmedabad,Hazardous,2686,81,9464,9,Incineration,1638,9,Ahmedabad Landfill,69399,2019,19.3868,72.7845,283.81234150464917,0.03870372771941959,182.0
Ahmedabad,Plastic,5578,55,9464,6,Recycling,2669,12,Ahmedabad Landfill,69399,2020,19.3868,72.7845,589.3913778529163,0.08037579792216026,222.41666666666666
Ahmedabad,Organic,929,54,9464,6,Incineration,578,12,Ahmedabad Landfill,69399,2020,19.3868,72.7845,98.1614539306847,0.013386360034006254,48.166666666666664
Ahmedabad,E-Waste,2118,57,9464,5,Composting,3419,11,Ahmedabad Landfill,69399,2020,19.3868,72.7845,223.79543533389688,0.030519171745990576,310.8181818181818
Ahmedabad,Construction,1658,81,9464,7,Composting,2089,15,Ahmedabad Landfill,69399,2020,19.3868,72.7845,175.19019442096365,0.02389083416187553,139.26666666666668
Ahmedabad,Hazardous,3762,69,9464,7,Incineration,4671,11,Ahmedabad Landfill,69399,2020,19.3868,72.7845,397.5063398140321,0.05420827389443652,424.6363636363636
Ahmedabad,Plastic,4012,58,9464,7,Landfill,3619,19,Ahmedabad Landfill,69399,2021,19.3868,72.7845,423.9222316145393,0.05781063127710774,190.47368421052633
Ahmedabad,Organic,7895,78,9464,5,Landfill,4526,20,Ahmedabad Landfill,69399,2021,19.3868,72.7845,834.2138630600169,0.11376244614475713,226.3
Ahmedabad,E-Waste,7663,74,9464,5,Landfill,4370,4,Ahmedabad Landfill,69399,2021,19.3868,72.7845,809.6999154691463,0.11041945849363824,1092.5
Ahmedabad,Construction,4118,79,9464,10,Landfill,2440,19,Ahmedabad Landfill,69399,2021,19.3868,72.7845,435.12256973795434,0.05933803080736034,128.42105263157896
Ahmedabad,Hazardous,5791,43,9464,9,Incineration,4871,19,Ahmedabad Landfill,69399,2021,19.3868,72.7845,611.8977176669484,0.08344500641219614,256.36842105263156
Ahmedabad,Plastic,1334,55,9464,8,Composting,1390,1,Ahmedabad Landfill,69399,2022,19.3868,72.7845,140.95519864750634,0.01922217899393363,1390.0
Ahmedabad,Organic,3467,42,9464,10,Composting,2845,19,Ahmedabad Landfill,69399,2022,19.3868,72.7845,366.33558748943364,0.04995749218288448,149.73684210526315
Ahmedabad,E-Waste,2458,58,9464,7,Landfill,1591,4,Ahmedabad Landfill,69399,2022,19.3868,72.7845,259.7210481825866,0.035418377786423434,397.75
Ahmedabad,Construction,690,30,9464,6,Composting,2807,8,Ahmedabad Landfill,69399,2022,19.3868,72.7845,72.90786136939982,0.009942506376172567,350.875
Ahmedabad,Hazardous,4104,83,9464,9,Incineration,3750,5,Ahmedabad Landfill,69399,2022,19.3868,72.7845,433.64327979712596,0.05913629879393075,750.0
Ahmedabad,Plastic,9593,38,9464,10,Recycling,3688,15,Ahmedabad Landfill,69399,2023,19.3868,72.7845,1013.6306001690617,0.13822965748786006,245.86666666666667
Ahmedabad,Organic,3814,69,9464,7,Recycling,3256,0,Ahmedabad Landfill,69399,2023,19.3868,72.7845,403.00084530853763,0.05495756423003213,
Ahmedabad,E-Waste,2978,30,9464,5,Incineration,1070,10,Ahmedabad Landfill,69399,2023,19.3868,72.7845,314.6661031276416,0.042911281142379576,107.0
Ahmedabad,Construction,8892,54,9464,5,Composting,2781,20,Ahmedabad Landfill,69399,2023,19.3868,72.7845,939.5604395604396,0.12812864738684995,139.05
Ahmedabad,Hazardous,7540,78,9464,6,Recycling,3134,7,Ahmedabad Landfill,69399,2023,19.3868,72.7845,796.7032967032967,0.108647098661364,447.7142857142857
Jaipur,Plastic,5518,33,2335,5,Incineration,835,2,Jaipur Landfill,71127,2019,11.6909,94.4267,2363.169164882227,0.07757954082134773,417.5
Jaipur,Organic,6249,44,2335,7,Composting,2634,8,Jaipur Landfill,71127,2019,11.6909,94.4267,2676.2312633832976,0.08785693196676368,329.25
Jaipur,E-Waste,5899,68,2335,5,Incineration,1058,14,Jaipur Landfill,71127,2019,11.6909,94.4267,2526.338329764454,0.08293615645254264,75.57142857142857
Jaipur,Construction,3452,48,2335,7,Recycling,4230,14,Jaipur Landfill,71127,2019,11.6909,94.4267,1478.372591006424,0.04853290592883153,302.14285714285717
Jaipur,Hazardous,4108,31,2335,9,Landfill,3132,2,Jaipur Landfill,71127,2019,11.6909,94.4267,1759.3147751605995,0.057755845178342965,1566.0
Jaipur,Plastic,9183,55,2335,6,Landfill,1898,12,Jaipur Landfill,71127,2020,11.6909,94.4267,3932.762312633833,0.12910709013454807,158.16666666666666
Jaipur,Organic,6175,80,2335,9,Recycling,765,19,Jaipur Landfill,71127,2020,11.6909,94.4267,2644.539614561028,0.08681653942947122,40.26315789473684
Jaipur,E-Waste,9774,51,2335,10,Incineration,1909,7,Jaipur Landfill,71127,2020,11.6909,94.4267,4185.8672376873665,0.1374161710742756,272.7142857142857
Jaipur,Construction,7448,81,2335,9,Landfill,3668,0,Jaipur Landfill,71127,2020,11.6909,94.4267,3189.7216274089938,0.10471410294262376,
Jaipur,Hazardous,9780,63,2335,9,Composting,2809,3,Jaipur Landfill,71127,2020,11.6909,94.4267,4188.436830835118,0.13750052722594797,936.3333333333334
Jaipur,Plastic,6413,63,2335,10,Recycling,3165,20,Jaipur Landfill,71127,2021,11.6909,94.4267,2746.4668094218414,0.09016266677914153,158.25
Jaipur,Organic,1018,70,2335,8,Recycling,4760,10,Jaipur Landfill,71127,2021,11.6909,94.4267,435.9743040685225,0.0143124270670772,476.0
Jaipur,E-Waste,4152,65,2335,7,Recycling,657,5,Jaipur Landfill,71127,2021,11.6909,94.4267,1778.1584582441114,0.058374456957273606,131.4
Jaipur,Construction,9976,59,2335,5,Incineration,2344,15,Jaipur Landfill,71127,2021,11.6909,94.4267,4272.37687366167,0.14025616151391174,156.26666666666668
Jaipur,Hazardous,5281,36,2335,9,Incineration,1944,10,Jaipur Landfill,71127,2021,11.6909,94.4267,2261.6702355460384,0.07424747283028948,194.4
Jaipur,Plastic,8379,55,2335,9,Landfill,2826,19,Jaipur Landfill,71127,2022,11.6909,94.4267,3588.4368308351177,0.11780336581045173,148.73684210526315
Jaipur,Organic,8991,49,2335,9,Landfill,4032,15,Jaipur Landfill,71127,2022,11.6909,94.4267,3850.5353319057817,0.12640769328103252,268.8
Jaipur,E-Waste,3448,85,2335,10,Landfill,1049,3,Jaipur Landfill,71127,2022,11.6909,94.4267,1476.659528907923,0.048476668494383285,349.6666666666667
Jaipur,Construction,9043,54,2335,9,Composting,4211,19,Jaipur Landfill,71127,2022,11.6909,94.4267,3872.8051391862955,0.12713877992885964,221.6315789473684
Jaipur,Hazardous,8600,60,2335,7,Incineration,3201,1,Jaipur Landfill,71127,2022,11.6909,94.4267,3683.0835117773017,0.12091048406371702,3201.0
Jaipur,Plastic,5068,53,2335,6,Composting,3801,11,Jaipur Landfill,71127,2023,11.6909,94.4267,2170.4496788008564,0.07125282944592068,345.54545454545456
Jaipur,Organic,6958,65,2335,5,Composting,1632,6,Jaipur Landfill,71127,2023,11.6909,94.4267,2979.8715203426123,0.0978250172227143,272.0
Jaipur,E-Waste,2534,45,2335,5,Composting,1614,15,Jaipur Landfill,71127,2023,11.6909,94.4267,1085.2248394004282,0.03562641472296034,107.6
Jaipur,Construction,5821,79,2335,9,Landfill,3734,1,Jaipur Landfill,71127,2023,11.6909,94.4267,2492.9336188436832,0.08183952648080195,3734.0
Jaipur,Hazardous,4527,67,2335,7,Composting,2453,9,Jaipur Landfill,71127,2023,11.6909,94.4267,1938.7580299785868,0.06364671643679615,272.55555555555554
Lucknow,Plastic,9719,47,23465,7,Incineration,1414,11,Lucknow Landfill,80251,2019,10.3904,81.8808,414.1913488173876,0.12110752513987365,128.54545454545453
Lucknow,Organic,3449,55,23465,6,Landfill,4823,12,Lucknow Landfill,80251,2019,10.3904,81.8808,146.9848710845941,0.04297765759928225,401.9166666666667
Lucknow,E-Waste,9765,52,23465,10,Recycling,2068,15,Lucknow Landfill,80251,2019,10.3904,81.8808,416.1517153206904,0.12168072671991627,137.86666666666667
Lucknow,Construction,4061,53,23465,8,Incineration,1863,17,Lucknow Landfill,80251,2019,10.3904,81.8808,173.06626891114425,0.050603730794631846,109.58823529411765
Lucknow,Hazardous,5427,49,23465,9,Landfill,1299,16,Lucknow Landfill,80251,2019,10.3904,81.8808,231.2806307266141,0.06762532554111475,81.1875
Lucknow,Plastic,9676,30,23465,9,Recycling,527,16,Lucknow Landfill,80251,2020,10.3904,81.8808,412.35883230343063,0.12057170627157295,32.9375
Lucknow,Organic,974,33,23465,10,Landfill,1791,2,Lucknow Landfill,80251,2020,10.3904,81.8808,41.50862987428084,0.012136920412206702,895.5
Lucknow,E-Waste,8698,71,23465,5,Landfill,4353,10,Lucknow Landfill,80251,2020,10.3904,81.8808,370.6797357766887,0.10838494224371036,435.3
Lucknow,Construction,979,56,23465,5,Landfill,3187,8,Lucknow Landfill,80251,2020,10.3904,81.8808,41.72171318985723,0.012199224931776552,398.375
Lucknow,Hazardous,6425,52,23465,8,Incineration,2200,8,Lucknow Landfill,80251,2020,10.3904,81.8808,273.81206051566164,0.08006130764725673,275.0
Lucknow,Plastic,5485,69,23465,9,Recycling,1887,17,Lucknow Landfill,80251,2021,10.3904,81.8808,233.75239718730023,0.06834805796812501,111.0
Lucknow,Organic,4261,36,23465,6,Incineration,1107,19,Lucknow Landfill,80251,2021,10.3904,81.8808,181.5896015341999,0.053095911577425825,58.26315789473684
Lucknow,E-Waste,2281,45,23465,8,Landfill,4891,7,Lucknow Landfill,80251,2021,10.3904,81.8808,97.20860856594929,0.028423321827765385,698.7142857142857
Lucknow,Construction,4060,77,23465,6,Landfill,1363,20,Lucknow Landfill,80251,2021,10.3904,81.8808,173.02365224802898,0.050591269890717876,68.15
Lucknow,Hazardous,6073,36,23465,7,Landfill,4873,6,Lucknow Landfill,80251,2021,10.3904,81.8808,258.81099509908375,0.07567506946953932,812.1666666666666
Lucknow,Plastic,8714,53,23465,9,Incineration,4265,11,Lucknow Landfill,80251,2022,10.3904,81.8808,371.36160238653315,0.10858431670633388,387.72727272727275
Lucknow,Organic,9845,55,23465,9,Recycling,3000,7,Lucknow Landfill,80251,2022,10.3904,81.8808,419.5610483699126,0.12267759903303385,428.57142857142856
Lucknow,E-Waste,9114,36,23465,5,Recycling,3126,2,Lucknow Landfill,80251,2022,10.3904,81.8808,388.40826763264437,0.11356867827192184,1563.0
Lucknow,Construction,5748,73,23465,7,Composting,3385,4,Lucknow Landfill,80251,2022,10.3904,81.8808,244.96057958661837,0.0716252756974991,846.25
Lucknow,Hazardous,3455,81,23465,10,Composting,2559,15,Lucknow Landfill,80251,2022,10.3904,81.8808,147.24057106328576,0.04305242302276607,170.6
Lucknow,Plastic,9404,75,23465,9,Composting,1263,9,Lucknow Landfill,80251,2023,10.3904,81.8808,400.767099936075,0.11718234040697312,140.33333333333334
Lucknow,Organic,8622,42,23465,6,Recycling,2945,20,Lucknow Landfill,80251,2023,10.3904,81.8808,367.44086937992756,0.10743791354624864,147.25
Lucknow,E-Waste,5529,50,23465,9,Composting,1973,16,Lucknow Landfill,80251,2023,10.3904,81.8808,235.62753036437246,0.06889633774033968,123.3125
Lucknow,Construction,3693,67,23465,7,Incineration,3089,3,Lucknow Landfill,80251,2023,10.3904,81.8808,157.38333688472193,0.04601811815429091,1029.6666666666667
Lucknow,Hazardous,6895,70,23465,5,Landfill,2047,18,Lucknow Landfill,80251,2023,10.3904,81.8808,293.8418921798423,0.0859179324868226,113.72222222222223
Surat,Plastic,8754,47,24032,7,Landfill,4074,11,Surat Landfill,38471,2019,32.805,89.0238,364.2643142476698,0.22754802318629616,370.3636363636364
Surat,Organic,4071,45,24032,9,Landfill,1912,12,Surat Landfill,38471,2019,32.805,89.0238,169.3991344873502,0.1058199682878012,159.33333333333334
Surat,E-Waste,5878,40,24032,7,Recycling,4904,6,Surat Landfill,38471,2019,32.805,89.0238,244.59054593874833,0.15279041355826467,817.3333333333334
Surat,Construction,2465,35,24032,5,Incineration,3305,11,Surat Landfill,38471,2019,32.805,89.0238,102.57157123834887,0.06407423773751657,300.45454545454544
Surat,Hazardous,1873,70,24032,9,Recycling,3643,2,Surat Landfill,38471,2019,32.805,89.0238,77.93774966711052,0.04868602323828338,1821.5
Surat,Plastic,9318,66,24032,5,Incineration,3163,4,Surat Landfill,38471,2020,32.805,89.0238,387.7330226364847,0.24220841672948454,790.75
Surat,Organic,4320,66,24032,8,Composting,4625,15,Surat Landfill,38471,2020,32.805,89.0238,179.76031957390146,0.11229237607548544,308.3333333333333
Surat,E-Waste,3662,76,24032,5,Landfill,2282,1,Surat Landfill,38471,2020,32.805,89.0238,152.38015978695074,0.09518858360843233,2282.0
Surat,Construction,711,60,24032,7,Landfill,4375,19,Surat Landfill,38471,2020,32.805,89.0238,29.585552596537948,0.018481453562423644,230.26315789473685
Surat,Hazardous,3540,51,24032,7,Landfill,4362,4,Surat Landfill,38471,2020,32.805,89.0238,147.3035952063915,0.09201736372852279,1090.5
Surat,Plastic,1690,55,24032,5,Incineration,799,9,Surat Landfill,38471,2021,32.805,89.0238,70.32290279627163,0.04392919341841907,88.77777777777777
Surat,Organic,7629,64,24032,9,Landfill,617,13,Surat Landfill,38471,2021,32.805,89.0238,317.4517310252996,0.1983052169166385,47.46153846153846
Surat,E-Waste,7181,75,24032,7,Composting,870,3,Surat Landfill,38471,2021,32.805,89.0238,298.80992010652466,0.1866600816199215,290.0
Surat,Construction,2964,64,24032,6,Landfill,1093,10,Surat Landfill,38471,2021,32.805,89.0238,123.33555259653795,0.07704504691845807,109.3
Surat,Hazardous,7457,49,24032,8,Composting,1591,12,Surat Landfill,38471,2021,32.805,89.0238,310.29460719041276,0.19383431675807752,132.58333333333334
Surat,Plastic,8273,39,24032,5,Composting,2375,4,Surat Landfill,38471,2022,32.805,89.0238,344.2493342210386,0.2150450989056692,593.75
Surat,Organic,3841,82,24032,6,Landfill,873,5,Surat Landfill,38471,2022,32.805,89.0238,159.8285619174434,0.09984143900600452,174.6
Surat,E-Waste,6680,31,24032,6,Composting,3367,14,Surat Landfill,38471,2022,32.805,89.0238,277.96271637816244,0.17363728522783395,240.5
Surat,Construction,9396,61,24032,10,Landfill,3159,11,Surat Landfill,38471,2022,32.805,89.0238,390.9786950732357,0.24423591796418082,287.1818181818182
Surat,Hazardous,9819,71,24032,6,Recycling,3335,0,Surat Landfill,38471,2022,32.805,89.0238,408.58022636484685,0.2552312131215721,
Surat,Plastic,7045,36,24032,7,Incineration,4404,13,Surat Landfill,38471,2023,32.805,89.0238,293.15079893475365,0.18312495126198955,338.7692307692308
Surat,Organic,7984,36,24032,9,Composting,3024,2,Surat Landfill,38471,2023,32.805,89.0238,332.2237017310253,0.20753294689506382,1512.0
Surat,E-Waste,4476,83,24032,5,Incineration,4780,9,Surat Landfill,38471,2023,32.805,89.0238,186.25166444740347,0.11634737854487796,531.1111111111111
Surat,Construction,8728,46,24032,10,Incineration,739,13,Surat Landfill,38471,2023,32.805,89.0238,363.1824234354194,0.22687218944139742,56.84615384615385
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,38471,2023,32.805,89.0238,213.50699067909454,0.133373190195212,875.8
Kanpur,Plastic,9164,46,18697,8,Incineration,3975,13,Kanpur Landfill,22690,2019,13.0189,89.182,490.1321067550944,0.40387836051123843,305.7692307692308
Kanpur,Organic,7073,31,18697,8,Landfill,1308,15,Kanpur Landfill,22690,2019,13.0189,89.182,378.2959833128309,0.3117232260907889,87.2
Kanpur,E-Waste,3244,48,18697,10,Landfill,2550,15,Kanpur Landfill,22690,2019,13.0189,89.182,173.5037706583944,0.14297047157338033,170.0
Kanpur,Construction,1894,61,18697,5,Recycling,4219,9,Kanpur Landfill,22690,2019,13.0189,89.182,101.29967374445098,0.08347289554869987,468.77777777777777
Kanpur,Hazardous,765,76,18697,8,Recycling,3043,2,Kanpur Landfill,22690,2019,13.0189,89.182,40.915654917901264,0.03371529308065227,1521.5
Kanpur,Plastic,7631,30,18697,10,Composting,1798,0,Kanpur Landfill,22690,2020,13.0189,89.182,408.1403433705942,0.3363155575143235,
Kanpur,Organic,5690,31,18697,7,Incineration,916,14,Kanpur Landfill,22690,2020,13.0189,89.182,304.32689736321333,0.250771264874394,65.42857142857143
Kanpur,E-Waste,1151,58,18697,8,Recycling,1324,5,Kanpur Landfill,22690,2020,13.0189,89.182,61.56067818366583,0.05072719259585721,264.8
Kanpur,Construction,3512,33,18697,9,Landfill,600,13,Kanpur Landfill,22690,2020,13.0189,89.182,187.83762100871797,0.15478184222124283,46.15384615384615
Kanpur,Hazardous,3659,85,18697,10,Composting,967,19,Kanpur Landfill,22690,2020,13.0189,89.182,195.69984489490292,0.1612604671661525,50.89473684210526
Kanpur,Plastic,1685,32,18697,6,Composting,4424,12,Kanpur Landfill,22690,2021,13.0189,89.182,90.12140985184789,0.0742617893345086,368.6666666666667
Kanpur,Organic,2380,51,18697,6,Landfill,3237,18,Kanpur Landfill,22690,2021,13.0189,89.182,127.29314863347061,0.10489202291758484,179.83333333333334
Kanpur,E-Waste,2425,67,18697,6,Recycling,2881,11,Kanpur Landfill,22690,2021,13.0189,89.182,129.69995186393538,0.10687527545174086,261.90909090909093
Kanpur,Construction,2175,49,18697,5,Landfill,4912,20,Kanpur Landfill,22690,2021,13.0189,89.182,116.32882280579773,0.09585720581754077,245.6
Kanpur,Hazardous,9047,65,18697,6,Recycling,4499,12,Kanpur Landfill,22690,2021,13.0189,89.182,483.87441835588595,0.3987219039224328,374.9166666666667
Kanpur,Plastic,7509,84,18697,9,Incineration,2977,0,Kanpur Landfill,22690,2022,13.0189,89.182,401.615232390223,0.33093873953283387,
Kanpur,Organic,4907,35,18697,10,Landfill,1193,14,Kanpur Landfill,22690,2022,13.0189,89.182,262.4485211531262,0.21626267078007932,85.21428571428571
Kanpur,E-Waste,8691,36,18697,9,Recycling,2462,14,Kanpur Landfill,22690,2022,13.0189,89.182,464.83393057709793,0.38303217276333185,175.85714285714286
Kanpur,Construction,2431,64,18697,6,Recycling,4364,19,Kanpur Landfill,22690,2022,13.0189,89.182,130.0208589613307,0.10713970912296165,229.68421052631578
Kanpur,Hazardous,9223,67,18697,5,Recycling,902,8,Kanpur Landfill,22690,2022,13.0189,89.182,493.2876932128149,0.40647862494490966,112.75
Kanpur,Plastic,4064,36,18697,10,Landfill,2196,4,Kanpur Landfill,22690,2023,13.0189,89.182,217.36107396908594,0.17910973997355664,549.0
Kanpur,Organic,2382,80,18697,8,Landfill,716,2,Kanpur Landfill,22690,2023,13.0189,89.182,127.40011766593571,0.10498016747465844,358.0
Kanpur,E-Waste,3758,62,18697,6,Composting,2497,20,Kanpur Landfill,22690,2023,13.0189,89.182,200.99481200192545,0.16562362274129572,124.85
Kanpur,Construction,9586,35,18697,7,Composting,2247,8,Kanpur Landfill,22690,2023,13.0189,89.182,512.7025726052308,0.42247686205376817,280.875
Kanpur,Hazardous,6429,52,18697,10,Incineration,1129,9,Kanpur Landfill,22690,2023,13.0189,89.182,343.8519548590683,0.2833406787130895,125.44444444444444
Nagpur,Plastic,3771,51,19087,10,Landfill,3717,5,Nagpur Landfill,49830,2019,35.7049,71.8706,197.56902603866507,0.07567730282962071,743.4
Nagpur,Organic,3596,78,19087,6,Incineration,2010,6,Nagpur Landfill,49830,2019,35.7049,71.8706,188.40048200345785,0.0721653622315874,335.0
Nagpur,E-Waste,3689,63,19087,9,Recycling,4676,19,Nagpur Landfill,49830,2019,35.7049,71.8706,193.27290826216796,0.07403170780654224,246.10526315789474
Nagpur,Construction,6771,63,19087,8,Composting,3379,13,Nagpur Landfill,49830,2019,35.7049,71.8706,354.7440666422172,0.13588199879590607,259.9230769230769
Nagpur,Hazardous,8145,57,19087,6,Recycling,4243,12,Nagpur Landfill,49830,2019,35.7049,71.8706,426.7302352386441,0.16345574954846478,353.5833333333333
Nagpur,Plastic,6612,31,19087,5,Recycling,1468,17,Nagpur Landfill,49830,2020,35.7049,71.8706,346.41378949022896,0.13269114990969297,86.3529411764706
Nagpur,Organic,1890,52,19087,5,Incineration,4587,1,Nagpur Landfill,49830,2020,35.7049,71.8706,99.02027558023786,0.037928958458759786,4587.0
Nagpur,E-Waste,2774,57,19087,8,Composting,1765,9,Nagpur Landfill,49830,2020,35.7049,71.8706,145.33452087808456,0.055669275536825207,196.11111111111111
Nagpur,Construction,2848,37,19087,5,Composting,3397,9,Nagpur Landfill,49830,2020,35.7049,71.8706,149.21150521297218,0.05715432470399358,377.44444444444446
Nagpur,Hazardous,9161,52,19087,10,Composting,4277,0,Nagpur Landfill,49830,2020,35.7049,71.8706,479.9601823230471,0.18384507324904675,
Nagpur,Plastic,2872,47,19087,5,Incineration,1084,16,Nagpur Landfill,49830,2021,35.7049,71.8706,150.4689055378006,0.057635962271723865,67.75
Nagpur,Organic,1799,32,19087,8,Recycling,994,19,Nagpur Landfill,49830,2021,35.7049,71.8706,94.25263268193011,0.03610274934778246,52.31578947368421
Nagpur,E-Waste,1683,52,19087,8,Recycling,928,3,Nagpur Landfill,49830,2021,35.7049,71.8706,88.17519777859276,0.03377483443708609,309.3333333333333
Nagpur,Construction,1312,65,19087,8,Incineration,4213,6,Nagpur Landfill,49830,2021,35.7049,71.8706,68.73788442395347,0.02632952036925547,702.1666666666666
Nagpur,Hazardous,8479,57,19087,5,Incineration,3518,13,Nagpur Landfill,49830,2021,35.7049,71.8706,444.2290564258396,0.17015853903271122,270.61538461538464
Nagpur,Plastic,4929,39,19087,8,Composting,4371,14,Nagpur Landfill,49830,2022,35.7049,71.8706,258.2385917116362,0.09891631547260686,312.2142857142857
Nagpur,Organic,8001,78,19087,7,Landfill,1652,11,Nagpur Landfill,49830,2022,35.7049,71.8706,419.1858332896736,0.1605659241420831,150.1818181818182
Nagpur,E-Waste,4941,42,19087,7,Recycling,1341,13,Nagpur Landfill,49830,2022,35.7049,71.8706,258.8672918740504,0.099157134256472,103.15384615384616
Nagpur,Construction,7157,54,19087,9,Landfill,3776,16,Nagpur Landfill,49830,2022,35.7049,71.8706,374.9672551998743,0.14362833634356814,236.0
Nagpur,Hazardous,4487,70,19087,8,Landfill,753,6,Nagpur Landfill,49830,2022,35.7049,71.8706,235.08146906271284,0.09004615693357415,125.5
Nagpur,Plastic,8211,56,19087,10,Incineration,3459,1,Nagpur Landfill,49830,2023,35.7049,71.8706,430.18808613192226,0.16478025285972306,3459.0
Nagpur,Organic,3087,44,19087,8,Composting,1673,11,Nagpur Landfill,49830,2023,35.7049,71.8706,161.73311678105517,0.06195063214930765,152.0909090909091
Nagpur,E-Waste,2446,34,19087,7,Landfill,3797,19,Nagpur Landfill,49830,2023,35.7049,71.8706,128.1500497720962,0.049086895444511336,199.8421052631579
Nagpur,Construction,7276,84,19087,6,Composting,4414,3,Nagpur Landfill,49830,2023,35.7049,71.8706,381.20186514381516,0.14601645595023077,1471.3333333333333
Nagpur,Hazardous,2698,60,19087,6,Composting,4250,13,Nagpur Landfill,49830,2023,35.7049,71.8706,141.35275318279457,0.05414408990567931,326.9230769230769
Patna,Plastic,4649,46,16101,7,Landfill,4941,5,Patna Landfill,67316,2019,18.5496,94.8411,288.7398298242345,0.06906233287777051,988.2
Patna,Organic,8814,55,16101,7,Incineration,1093,12,Patna Landfill,67316,2019,18.5496,94.8411,547.4194149431712,0.13093469606037197,91.08333333333333
Patna,E-Waste,9674,61,16101,9,Composting,4410,6,Patna Landfill,67316,2019,18.5496,94.8411,600.8322464443203,0.14371026204765583,735.0
Patna,Construction,2770,38,16101,7,Composting,4725,1,Patna Landfill,67316,2019,18.5496,94.8411,172.03900378858455,0.04114920672648405,4725.0
Patna,Hazardous,8112,75,16101,8,Landfill,4847,14,Patna Landfill,67316,2019,18.5496,94.8411,503.8196385317682,0.12050626894051934,346.2142857142857
Patna,Plastic,2480,54,16101,6,Composting,2899,1,Patna Landfill,67316,2020,18.5496,94.8411,154.02770014284826,0.03684116703309763,2899.0
Patna,Organic,9551,53,16101,10,Recycling,613,2,Patna Landfill,67316,2020,18.5496,94.8411,593.1929693807838,0.1418830590052885,306.5
Patna,E-Waste,8893,30,16101,9,Composting,2435,5,Patna Landfill,67316,2020,18.5496,94.8411,552.3259424880442,0.13210826549408758,487.0
Patna,Construction,2294,60,16101,7,Composting,1318,12,Patna Landfill,67316,2020,18.5496,94.8411,142.47562263213464,0.034078079505615304,109.83333333333333
Patna,Hazardous,5732,35,16101,10,Landfill,3828,5,Patna Landfill,67316,2020,18.5496,94.8411,356.00273274951866,0.08515063283617565,765.6
Patna,Plastic,7850,30,16101,9,Recycling,2453,0,Patna Landfill,67316,2021,18.5496,94.8411,487.5473573069996,0.11661417790718402,
Patna,Organic,8634,78,16101,6,Incineration,2042,15,Patna Landfill,67316,2021,18.5496,94.8411,536.2399850940935,0.1282607403886149,136.13333333333333
Patna,E-Waste,2971,34,16101,10,Recycling,3891,11,Patna Landfill,67316,2021,18.5496,94.8411,184.52270045338798,0.044135123893279456,353.72727272727275
Patna,Construction,3937,60,16101,10,Recycling,2798,17,Patna Landfill,67316,2021,18.5496,94.8411,244.51897397677163,0.058485352665042484,164.58823529411765
Patna,Hazardous,2450,81,16101,6,Composting,2554,9,Patna Landfill,67316,2021,18.5496,94.8411,152.16446183466866,0.03639550775447145,283.77777777777777
Patna,Plastic,5289,80,16101,6,Composting,4814,2,Patna Landfill,67316,2022,18.5496,94.8411,328.48891373206635,0.0785697308217957,2407.0
Patna,Organic,2838,64,16101,8,Recycling,2341,9,Patna Landfill,67316,2022,18.5496,94.8411,176.26234395379169,0.04215936775803672,260.1111111111111
Patna,E-Waste,4581,38,16101,10,Recycling,874,14,Patna Landfill,67316,2022,18.5496,94.8411,284.5164896590274,0.06805217184621784,62.42857142857143
Patna,Construction,8770,85,16101,5,Landfill,4856,16,Patna Landfill,67316,2022,18.5496,94.8411,544.6866654245079,0.13028106245172025,303.5
Patna,Hazardous,9560,50,16101,9,Incineration,3551,12,Patna Landfill,67316,2022,18.5496,94.8411,593.7519408732377,0.14201675678887635,295.9166666666667
Patna,Plastic,9786,79,16101,8,Landfill,4591,12,Patna Landfill,67316,2023,18.5496,94.8411,607.7883361281908,0.14537405668786024,382.5833333333333
Patna,Organic,1934,32,16101,6,Recycling,3517,20,Patna Landfill,67316,2023,18.5496,94.8411,120.11676293397926,0.028730168162101135,175.85
Patna,E-Waste,7176,61,16101,6,Incineration,4670,16,Patna Landfill,67316,2023,18.5496,94.8411,445.6866033165642,0.1066016994473825,291.875
Patna,Construction,3657,41,16101,6,Landfill,2447,15,Patna Landfill,67316,2023,18.5496,94.8411,227.1287497670952,0.054325866064531464,163.13333333333333
